requirement_id,source_document,page_number,original_text,normalized_text,category,domain_relevance,minimum_value,maximum_value,unit,currency,percentage,count,length_km,diameter_inch,experience_years,time_period_years,date,project_type,sector,role,qualification,scope,entities,extraction_method,classification_confidence,review_status
REQ-PDF-1042,Procurement_Consultancy_Services.pdf,107,1.4. Abbreviations: Abbreviation Definition AITC Appendix to Instructions To Consultants BOQ Bill of Quantities BSD Bid Securing Declaration CV Curriculum Vitae EMD Monetary guarantee to be furnished by a Consultant along with its proposal EOI Expression Of Interest FBS Fixed Budget Selection GCC General Conditions of Contract GST Goods and Services Tax GSTIN GST Identification Number,1.4. Abbreviations: Abbreviation Definition AITC Appendix to Instructions To Consultants BOQ Bill of Quantities BSD Bid Securing Declaration CV Curriculum Vitae EMD Monetary guarantee to be furnished by a Consultant along with its proposal EOI Expression Of Interest FBS Fixed Budget Selection GCC General Conditions of Contract GST Goods and Services Tax GSTIN GST Identification Number,GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,,,,Mandatory Active GSTIN Registration & Returns,"[""GST Registration Certificate""]",LLM_EXTRACTION,0.675,PENDING
REQ-PDF-1043,Procurement_Consultancy_Services.pdf,108,"2.1. Language of Contract The contract and all subsequent correspondence documents, during its execution, between the consultant and the Procuring Entity shall be written in the Language (hereinafter called the contract’s language) as stipulated in the Contract (or, if not so specified, in English). However, the language of any printed literature furnished by a Consultant may be written in any other language provided a certified translation accompanies the same in the contract’s language. For purposes of interpretation, translation in the contract’s language shall prevail.","2.1. Language of Contract The contract and all subsequent correspondence documents, during its execution, between the consultant and the Procuring Entity shall be written in the Language (hereinafter called the contract's language) as stipulated in the Contract (or, if not so specified, in English). However, the language of any printed literature furnished by a Consultant may be written in any other language provided a certified translation accompanies the same in the contract's language. For purposes of interpretation, translation in the contract's language shall prevail.",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.154,PENDING
REQ-PDF-1044,Procurement_Consultancy_Services.pdf,108,"2.2. The Entire Agreement This Contract and its documents (referred to in GCC-clause 2.5 below) constitute the entire agreement between the Procuring Entity and the Consultant and supersede all other communications, negotiations, and agreements (whether written or oral) of the Parties made before the date of this Contract. No agent or representative of either Party has the authority to make, and the Parties shall not be bound by or be liable for, any statement, representation, promise or agreement not outlined in this Contract.","2.2. The Entire Agreement This Contract and its documents (referred to in GCC-clause 2.5 below) constitute the entire agreement between the Procuring Entity and the Consultant and supeINR ede all other communications, negotiations, and agreements (whether written or oral) of the Parties made before the date of this Contract. No agent or representative of either Party has the authority to make, and the Parties shall not be bound by or be liable for, any statement, representation, promise or agreement not outlined in this Contract.",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.136,PENDING
REQ-PDF-1045,Procurement_Consultancy_Services.pdf,109,"2.3. Severability If any provision or condition of this Contract is prohibited or rendered invalid or unenforceable, such prohibition, invalidity or unenforceability shall not affect the validity or enforceability of the Contract or any of its other provisions and conditions.","2.3. Severability If any provision or condition of this Contract is prohibited or rendered invalid or unenforceable, such prohibition, invalidity or unenforceability shall not affect the validity or enforceability of the Contract or any of its other provisions and conditions.",TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.148,PENDING
REQ-PDF-1046,Procurement_Consultancy_Services.pdf,109,"2.4. Relationship between Parties 1) The parties to the contract are the Consultant and the Procuring Entity, as nominated in the contract. 2) Nothing contained herein shall be construed as establishing a relationship in the nature of master and servant or principal and agent between the Procuring Entity and the Consultant. The Consultant, subject to this Contract, is legally the main principal/ master of the Experts and Sub-consultants, if any, performing the Services and shall be fully responsible for the Services performed by them or on their behalf hereunder. 3) Authority of Member in Charge: In case the Consultant is a Joint Venture, the members hereby authorize the member specified in the contract to act on their behalf in exercising all the Consultant’s rights and obligations towards the Procuring Entity under this Contract, including without limitation the receiving of instructions and payments from the Procuring Entity. 4) Authorised Representative: Any action required or permitted to be taken and any document required or permitted to be executed under this Contract by the Procuring Entity or the Consultant may be taken or executed by the officials specified in the contract. 5) Good Faith: The Parties shall act in good faith concerning each other’s rights under this Contract and adopt all reasonable measures to ensure the realization of the objectives of this Contract. The Consultant shall always act, in respect of any matter relating to this Contract or the Services, as a faithful adviser to the Procuring Entity and shall at all times support and safeguard the Procuring Entity’s legitimate interests in any dealings with the third parties.","2.4. Relationship between Parties 1) The parties to the contract are the Consultant and the Procuring Entity, as nominated in the contract. 2) Nothing contained herein shall be construed as establishing a relationship in the nature of master and servant or principal and agent between the Procuring Entity and the Consultant. The Consultant, subject to this Contract, is legally the main principal/ master of the Experts and Sub-consultants, if any, performing the Services and shall be fully responsible for the Services performed by them or on their behalf hereunder. 3) Authority of Member in Charge: In case the Consultant is a Joint Venture, the membeINR hereby authorize the member specified in the contract to act on their behalf in exercising all the Consultant's rights and obligations towards the Procuring Entity under this Contract, including without limitation the receiving of instructions and payments from the Procuring Entity. 4) Authorised Representative: Any action required or permitted to be taken and any document required or permitted to be executed under this Contract by the Procuring Entity or the Consultant may be taken or executed by the officials specified in the contract. 5) Good Faith: The Parties shall act in good faith concerning each other's rights under this Contract and adopt all reasonable measures to ensure the realization of the objectives of this Contract. The Consultant shall always act, in respect of any matter relating to this Contract or the Services, as a faithful adviser to the Procuring Entity and shall at all times support and safeguard the Procuring Entity's legitimate interests in any dealings with the third parties.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,Cross-Country Pipeline,Petroleum & Natural Gas,,,,[],LLM_EXTRACTION,0.174,PENDING
REQ-PDF-1047,Procurement_Consultancy_Services.pdf,109,"2.5. Contract Documents and their Precedence The following conditions and documents in indicated order of precedence (higher to lower) shall be considered an integral part of the contract, irrespective of whether these are not appended/ referred to in it. Any generic reference to ‘Contract’ shall imply reference to all these documents as well: 1) Valid and authorized Amendments issued to the contract. 2) The Agreement consisting of the initial paragraphs, recitals, and other clauses, including the appendices annexed to it and signatures of Procuring Entity, set forth immediately before the GCC; 3) Appendix A: Terms of Reference; 4) Appendix B: Key Experts; 5) Appendix C – Remuneration Cost Estimates;","2.5. Contract Documents and their Precedence The following conditions and documents in indicated order of precedence (higher to lower) shall be considered an integral part of the contract, irrespective of whether these are not appended/ referred to in it. Any generic reference to ‘Contract' shall imply reference to all these documents as well: 1) Valid and authorized Amendments issued to the contract. 2) The Agreement consisting of the initial paragraphs, recitals, and other clauses, including the appendices annexed to it and signatures of Procuring Entity, set forth immediately before the GCC; 3) Appendix A: Terms of Reference; 4) Appendix B: Key Experts; 5) Appendix C - Remuneration Cost Estimates;",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.124,PENDING
REQ-PDF-1048,Procurement_Consultancy_Services.pdf,110,"2.6.1 Modifications/ Amendments of Contract 1) After the contract documents have been signed, no modified provisions shall be applicable unless the Procuring Entity suo-moto or, on request from the Consultant, by written order, amend the contract, at any time during the currency of the contract, by making alterations and modifications within the general scope of the Contract. Requests for changes and modifications in the Contract may be submitted in writing by the Consultant to the Procuring Entity. 2) If the Consultant does not agree to the suo-moto modifications/ amendments made by the Procuring Entity, he shall convey his views within 14 days from the date of amendment/ modification. Otherwise, it shall be assumed that the Consultant has consented to the amendment. 3) Any verbal or written arrangement abandoning, modifying, extending, reducing, or supplementing the contract or any of the terms thereof shall be deemed conditional and shall not be binding on the Procuring Entity unless and until the same is incorporated in a formal instrument and signed by the Procuring Entity, and till then the Procuring Entity shall have the right to repudiate such arrangements.","2.6.1 Modifications/ Amendments of Contract 1) After the contract documents have been signed, no modified provisions shall be applicable unless the Procuring Entity suo-moto or, on request from the Consultant, by written order, amend the contract, at any time during the currency of the contract, by making alterations and modifications within the general scope of the Contract. Requests for changes and modifications in the Contract may be submitted in writing by the Consultant to the Procuring Entity. 2) If the Consultant does not agree to the suo-moto modifications/ amendments made by the Procuring Entity, he shall convey his views within 14 days from the date of amendment/ modification. Otherwise, it shall be assumed that the Consultant has consented to the amendment. 3) Any verbal or written arrangement abandoning, modifying, extending, reducing, or supplementing the contract or any of the terms thereof shall be deemed conditional and shall not be binding on the Procuring Entity unless and until the same is incorporated in a formal instrument and signed by the Procuring Entity, and till then the Procuring Entity shall have the right to repudiate such arrangements.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.142,PENDING
REQ-PDF-1049,Procurement_Consultancy_Services.pdf,110,"2.6.2 Waivers and Forbearance The following shall apply concerning any waivers, forbearance, or similar action taken under this Contract: 1) Any waiver of a Procuring Entity’s rights, powers, or remedies under this Contract must be in writing, dated, and signed by an authorized representative of the Procuring Entity granting such a waiver and must specify the terms under which the waiver is being granted. 2) No relaxation, forbearance, delay, or indulgence by Procuring Entity in enforcing any of the terms and conditions of this Contract or granting of an extension of time by Procuring Entity to the Consultant shall, in any way whatsoever, prejudice, affect, or restrict the rights of Procuring Entity under this Contract, neither shall any waiver by Procuring Entity of any breach of Contract operate as a waiver of any subsequent or continuing breach of Contract.","2.6.2 WaiveINR and Forbearance The following shall apply concerning any waiveINR , forbearance, or similar action taken under this Contract: 1) Any waiver of a Procuring Entity's rights, poweINR , or remedies under this Contract must be in writing, dated, and signed by an authorized representative of the Procuring Entity granting such a waiver and must specify the terms under which the waiver is being granted. 2) No relaxation, forbearance, delay, or indulgence by Procuring Entity in enforcing any of the terms and conditions of this Contract or granting of an extension of time by Procuring Entity to the Consultant shall, in any way whatsoever, prejudice, affect, or restrict the rights of Procuring Entity under this Contract, neither shall any waiver by Procuring Entity of any breach of Contract operate as a waiver of any subsequent or continuing breach of Contract.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.138,PENDING
REQ-PDF-1050,Procurement_Consultancy_Services.pdf,111,"3.1. Governing Laws and Jurisdiction 1) This Contract, its meaning and interpretation, and the relation between the Parties shall be governed by the Laws of India for the time being in force. 2) Irrespective of the place of delivery, the place of performance or the place of payments under the contract, the contract shall be deemed to have been made at the place from which the Letter of Award (LoA, or the contract Agreement, in the absence of LoA) has been issued. Unless otherwise specified in the Contract, the courts of such a place shall alone have jurisdiction to decide any dispute arising out or in respect of the contract.","3.1. Governing Laws and Jurisdiction 1) This Contract, its meaning and interpretation, and the relation between the Parties shall be governed by the Laws of India for the time being in force. 2) Irrespective of the place of delivery, the place of performance or the place of payments under the contract, the contract shall be deemed to have been made at the place from which the Letter of Award (LoA, or the contract Agreement, in the absence of LoA) has been issued. Unless otherwise specified in the Contract, the courts of such a place shall alone have jurisdiction to decide any dispute arising out or in respect of the contract.",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.161,PENDING
REQ-PDF-1051,Procurement_Consultancy_Services.pdf,111,"3.2. Changes in Laws and Regulations Unless otherwise stipulated in the contract, if after the deadline for the Proposal submission (Techno-commercial), any law, regulation, ordinance, order or bye-law having the force of law is enacted, promulgated, abrogated, or changed in India (which shall be deemed to include any change in interpretation or application by the competent authorities) that subsequently affects the Delivery Date and/ or the contract Price, then such Delivery Date and/ or Contract Price shall be correspondingly increased or decreased as per GCC clause 2.6, by agreement between the Parties hereto, to the extent that the Consultant has thereby been affected in the performance of any of its obligations under the contract. Notwithstanding the foregoing, such additional or reduced cost shall not be separately paid or credited if the same has already been accounted for in the applicable price adjustment provisions. Communications","3.2. Changes in Laws and Regulations Unless otherwise stipulated in the contract, if after the deadline for the Proposal submission (Techno-commercial), any law, regulation, ordinance, order or bye-law having the force of law is enacted, promulgated, abrogated, or changed in India (which shall be deemed to include any change in interpretation or application by the competent authorities) that subsequently affects the Delivery Date and/ or the contract Price, then such Delivery Date and/ or Contract Price shall be correspondingly increased or decreased as per GCC clause 2.6, by agreement between the Parties hereto, to the extent that the Consultant has thereby been affected in the performance of any of its obligations under the contract. Notwithstanding the foregoing, such additional or reduced cost shall not be separately paid or credited if the same has already been accounted for in the applicable price adjustment provisions. Communications",TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.178,PENDING
REQ-PDF-1052,Procurement_Consultancy_Services.pdf,111,"4.1. Communications All communications under the contract shall be served by the parties to each other in writing, in the contract's language, and served in a manner customary and acceptable in business and commercial transactions. The effective date of such communications shall be either the date when delivered to the recipient or the effective date mentioned explicitly in the communication, whichever is later. No communication shall amount to an amendment of the terms and conditions of the contract, except a formal letter of amendment of the Contract expressly so designated. Such communications would be an instruction, a notification, an acceptance, a certificate from the Procuring Entity, or a submission or a notification from the Consultant. A notification or certificate required under the contract must be communicated separately from other communications.","4.1. Communications All communications under the contract shall be served by the parties to each other in writing, in the contract's language, and served in a manner customary and acceptable in business and commercial transactions. The effective date of such communications shall be either the date when delivered to the recipient or the effective date mentioned explicitly in the communication, whichever is later. No communication shall amount to an amendment of the terms and conditions of the contract, except a formal letter of amendment of the Contract expressly so designated. Such communications would be an instruction, a notification, an acceptance, a certificate from the Procuring Entity, or a submission or a notification from the Consultant. A notification or certificate required under the contract must be communicated separately from other communications.",OEM_AUTHORIZATION,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.141,PENDING
REQ-PDF-1053,Procurement_Consultancy_Services.pdf,112,"4.2. Persons signing the Communications For all purposes of the contract, including arbitration, thereunder all communications to the other party shall be signed by: 1) On behalf of the Consultant: The person who has signed the contract on behalf of the Consultant shall sign all correspondences. A person signing communication in respect of the contract or purported to be on behalf of the Consultant, without disclosing his authority to do so, shall be deemed to warrant that he has authority to bind the Consultant. If it is discovered at any time that the person so signing has no authority to do so, the Procuring Entity reserves its right, without prejudice to any other right or remedy, to terminate the contract for default in terms of the contract and/ or avail any or all the remedies thereunder and hold such person personally and/ or the Consultant liable to the Procuring Entity for all costs and damages arising from such misdemeanours. 2) On behalf of the Procuring Entity: Unless otherwise stipulated in the contract, the Contract Manager signing the contract shall administer the contract and sign communications on behalf of the Procuring Entity. Paying Authorities mentioned in the contract shall also administer respective functions during Contract Execution.","4.2. PeINR ons signing the Communications For all purposes of the contract, including arbitration, thereunder all communications to the other party shall be signed by: 1) On behalf of the Consultant: The peINR on who has signed the contract on behalf of the Consultant shall sign all correspondences. A peINR on signing communication in respect of the contract or purported to be on behalf of the Consultant, without disclosing his authority to do so, shall be deemed to warrant that he has authority to bind the Consultant. If it is discovered at any time that the peINR on so signing has no authority to do so, the Procuring Entity reserves its right, without prejudice to any other right or remedy, to terminate the contract for default in terms of the contract and/ or avail any or all the remedies thereunder and hold such peINR on peINR onally and/ or the Consultant liable to the Procuring Entity for all costs and damages arising from such misdemeanouINR 2) On behalf of the Procuring Entity: Unless otherwise stipulated in the contract, the Contract Manager signing the contract shall administer the contract and sign communications on behalf of the Procuring Entity. Paying Authorities mentioned in the contract shall also administer respective functions during Contract Execution.",TECHNICAL_SPECIFICATION,REVIEW,2.0,,INR,INR,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,"[""Currency: INR 2""]",LLM_WITH_REGEX_FALLBACK,0.129,PENDING
REQ-PDF-1054,Procurement_Consultancy_Services.pdf,112,"4.3. Address of the parties for sending communications by the other party. For all purposes of the contract, including arbitration, thereunder, the address of parties to which the other party shall address all communications and notices shall be: 1) The Consultant's address as mentioned in the contract, unless the Consultant has notified change by a separate communication containing no other topic to the Procuring Entity. The Consultant shall be solely responsible for the consequence of an omission to notify a change of address in the manner aforesaid, and 2) The Procuring Entity's address shall be the one mentioned in the contract. The Consultant shall also send additional copies to officers of the Procuring Entity presently dealing with the contract. 3) In case of communications from the Consultant, copies of communications shall be marked to the Contract Manager and the Procuring Entity’s officer signing the contract and as relevant to the Paying Authorities mentioned in the contract. Unless specified before the contract's start, the Procuring Entity and the Consultant shall notify each other if additional copies of communications are to be addressed to additional addresses. Consultant’s Obligations and restrictions on its Rights","4.3. Address of the parties for sending communications by the other party. For all purposes of the contract, including arbitration, thereunder, the address of parties to which the other party shall address all communications and notices shall be: 1) The Consultant's address as mentioned in the contract, unless the Consultant has notified change by a separate communication containing no other topic to the Procuring Entity. The Consultant shall be solely responsible for the consequence of an omission to notify a change of address in the manner aforesaid, and 2) The Procuring Entity's address shall be the one mentioned in the contract. The Consultant shall also send additional copies to officeINR of the Procuring Entity presently dealing with the contract. 3) In case of communications from the Consultant, copies of communications shall be marked to the Contract Manager and the Procuring Entity's officer signing the contract and as relevant to the Paying Authorities mentioned in the contract. Unless specified before the contract's start, the Procuring Entity and the Consultant shall notify each other if additional copies of communications are to be addressed to additional addresses. Consultant's Obligations and restrictions on its Rights",TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.142,PENDING
REQ-PDF-1055,Procurement_Consultancy_Services.pdf,112,"5.1. Changes in Constitution/ financial stakes/ responsibilities of a Contract’s Business the Consultant must proactively keep the Procuring Entity informed of any changes in its constitution/ financial stakes/ responsibilities during the execution of the contract. 1) Where the Consultant is a partnership firm, the following restrictions shall apply to changes in the constitution during the execution of the contract:","5.1. Changes in Constitution/ financial stakes/ responsibilities of a Contract's Business the Consultant must proactively keep the Procuring Entity informed of any changes in its constitution/ financial stakes/ responsibilities during the execution of the contract. 1) Where the Consultant is a partneINR hip firm, the following restrictions shall apply to changes in the constitution during the execution of the contract:",FINANCIAL_ELIGIBILITY,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Oil & Gas,,,,[],LLM_EXTRACTION,0.176,PENDING
REQ-PDF-1056,Procurement_Consultancy_Services.pdf,113,"a) A new partner shall not be introduced in the firm except with the previous consent in writing of the Procuring Entity, which shall be granted only upon execution of a written undertaking by the new partner to perform the contract and accept all liabilities incurred by the firm under the contract before the date of such undertaking.","a) A new partner shall not be introduced in the firm except with the previous consent in writing of the Procuring Entity, which shall be granted only upon execution of a written undertaking by the new partner to perform the contract and accept all liabilities incurred by the firm under the contract before the date of such undertaking.",TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.128,PENDING
REQ-PDF-1057,Procurement_Consultancy_Services.pdf,113,"c) If the contract is not terminated as provided in Sub-clause (b) above, notwithstanding the retirement of a partner from the firm, that partner shall continue to be liable under the contract for acts of the firm until a copy of the public notice given by him under Section 32 of the Partnership Act, has been sent by him to the Procuring Entity in writing or electronically.","c) If the contract is not terminated as provided in Sub-clause (b) above, notwithstanding the retirement of a partner from the firm, that partner shall continue to be liable under the contract for acts of the firm until a copy of the public notice given by him under Section 32 of the PartneINR hip Act, has been sent by him to the Procuring Entity in writing or electronically.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.159,PENDING
REQ-PDF-1058,Procurement_Consultancy_Services.pdf,113,5.2. Obligation to Maintain Eligibility and Qualifications The contract has been awarded to the Consultant based on evaluation and scoring criteria stipulated in the RFP process after he was shortlisted in the preceding EOI process based on eligibility and qualifications criteria stipulated therein. The Consultant is contractually bound to maintain compliance with all such criteria during the execution of the contract. Any change which would vitiate the basis on which the Consultant was shortlisted or awarded the contract should be pro-actively brought to the notice of the Procuring Entity within 7 days of it coming to the Consultant’s knowledge.,5.2. Obligation to Maintain Eligibility and Qualifications The contract has been awarded to the Consultant based on evaluation and scoring criteria stipulated in the RFP process after he was shortlisted in the preceding EOI process based on eligibility and qualifications criteria stipulated therein. The Consultant is contractually bound to maintain compliance with all such criteria during the execution of the contract. Any change which would vitiate the basis on which the Consultant was shortlisted or awarded the contract should be pro-actively brought to the notice of the Procuring Entity within 7 days of it coming to the Consultant's knowledge.,GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.128,PENDING
REQ-PDF-1059,Procurement_Consultancy_Services.pdf,113,"5.3. Restriction on Potential Conflict of Interests 1) Neither the Consultant nor its Sub-consultants nor the Personnel shall engage, either directly or indirectly, in any of the following activities:","5.3. Restriction on Potential Conflict of Interests 1) Neither the Consultant nor its Sub-consultants nor the PeINR onnel shall engage, either directly or indirectly, in any of the following activities:",SAFETY_REGULATORY_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.188,PENDING
REQ-PDF-1060,Procurement_Consultancy_Services.pdf,113,"b) After this Contract's termination, such other activities as may be stipulated in the contract. 2) Furthermore, if the Consultant, as part of the Services, has the responsibility of advising the Procuring Entity on the procurement of goods, works or services, the Consultant shall at all times exercise such responsibility in the best interest of the Procuring Entity. Any discounts or commissions obtained by the Consultant in the exercise of such procurement responsibility shall be for the account of the Procuring Entity. 3) During the term of this Contract and after its termination, the Consultant and its affiliates, as well as any Sub-consultant and any of its affiliates, shall be disqualified from providing goods, works, or Services (other than the subject Service of this Contract and any continuation thereof) for any project resulting from or closely related to the subject Services of this Contract.","b) After this Contract's termination, such other activities as may be stipulated in the contract. 2) Furthermore, if the Consultant, as part of the Services, has the responsibility of advising the Procuring Entity on the procurement of goods, works or services, the Consultant shall at all times exercise such responsibility in the best interest of the Procuring Entity. Any discounts or commissions obtained by the Consultant in the exercise of such procurement responsibility shall be for the account of the Procuring Entity. 3) During the term of this Contract and after its termination, the Consultant and its affiliates, as well as any Sub-consultant and any of its affiliates, shall be disqualified from providing goods, works, or Services (other than the subject Service of this Contract and any continuation thereof) for any project resulting from or closely related to the subject Services of this Contract.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.164,PENDING
REQ-PDF-1061,Procurement_Consultancy_Services.pdf,114,"RFP Document - RFP No./ xxxx [52] Procuring Organisation 4) The payment of the Consultant according to (GCC Clause 10.5) shall constitute the Consultant’s only payment in connection with this Contract. The Consultant shall not accept for its benefit any trade commission, discount, or similar payment in connection with activities under this Contract or the discharge of its obligations hereunder. The Consultant shall use its best efforts to ensure that any Sub- consultants and the Experts and agents of either shall not receive any additional payment. 5) The Consultant has an obligation and shall ensure that its Experts and Sub- consultants shall have an obligation to disclose any actual or potential conflict that impacts their capacity to serve the best interest of the Procuring Entity, or that may reasonably be perceived as having this effect. Failure to disclose said situations may lead to the disqualification of the Consultant and/ or the termination of the Contract.","RFP Document - RFP No./ xxxx [52] Procuring Organisation 4) The payment of the Consultant according to (GCC Clause 10.5) shall constitute the Consultant's only payment in connection with this Contract. The Consultant shall not accept for its benefit any trade commission, discount, or similar payment in connection with activities under this Contract or the discharge of its obligations hereunder. The Consultant shall use its best efforts to ensure that any Sub- consultants and the Experts and agents of either shall not receive any additional payment. 5) The Consultant has an obligation and shall ensure that its Experts and Sub- consultants shall have an obligation to disclose any actual or potential conflict that impacts their capacity to serve the best interest of the Procuring Entity, or that may reasonably be perceived as having this effect. Failure to disclose said situations may lead to the disqualification of the Consultant and/ or the termination of the Contract.",TECHNICAL_SPECIFICATION,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.145,PENDING
REQ-PDF-1062,Procurement_Consultancy_Services.pdf,114,"5.4. Consequences of breach by Constituents of a Consultant Should the Consultant or any of its partners, its Sub-consultants, any of its members in case of JV/C, or their Personnel commit a default or breach of GCC-clause 5.1 to 5.7, the Consultant (in case of JV, by the Lead Member, or in the case of the Lead Member being the defaulter, by the member nominated as Lead Member of the remaining JV/C) shall remedy such breaches within 21 days, keeping the Procuring Entity informed. Procuring Entity may call upon the Lead Member to assign the work of the defaulting member to any other equally competent party acceptable to the Procuring Entity. However, at its discretion, the Procuring Entity shall be entitled, and it shall be lawful on his part, to treat it as a breach of contract and avail any or all remedies thereunder. The decision of the Procuring Entity as to any matter or thing concerning or arising out of GCC-clause 5.1 to 5.7 or on any question whether the Consultant or any partner of the Consultant firm has committed a default or breach of any of the conditions shall be final and binding on the Consultant.","5.4. Consequences of breach by Constituents of a Consultant Should the Consultant or any of its partneINR , its Sub-consultants, any of its membeINR in case of JV/C, or their PeINR onnel commit a default or breach of GCC-clause 5.1 to 5.7, the Consultant (in case of JV, by the Lead Member, or in the case of the Lead Member being the defaulter, by the member nominated as Lead Member of the remaining JV/C) shall remedy such breaches within 21 days, keeping the Procuring Entity informed. Procuring Entity may call upon the Lead Member to assign the work of the defaulting member to any other equally competent party acceptable to the Procuring Entity. However, at its discretion, the Procuring Entity shall be entitled, and it shall be lawful on his part, to treat it as a breach of contract and avail any or all remedies thereunder. The decision of the Procuring Entity as to any matter or thing concerning or arising out of GCC-clause 5.1 to 5.7 or on any question whether the Consultant or any partner of the Consultant firm has committed a default or breach of any of the conditions shall be final and binding on the Consultant.",GST_TAX_COMPLIANCE,GENERAL_GOVERNMENT_PROCUREMENT,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.161,PENDING
REQ-PDF-1063,Procurement_Consultancy_Services.pdf,114,"5.5. Assignment and Sub-contracting 1) the Consultant shall not, save with the previous consent in writing of the Procuring Entity, sublet, transfer, or assign the contract or any part thereof or interest therein or benefit or advantage thereof in any manner whatsoever to any Sub-consultant. 2) The Consultant shall notify the Procuring Entity in writing of all such Sub-consultants, if not already stipulated in the contract, in its original Proposal or later. Such notification shall not relieve the Consultant from any of its liability or obligation under the terms and conditions of the contract. Sub-consultants must comply with and should not circumvent the Consultant’s compliance with its obligations under GCC-clause 5.1 to 5.7. 3) If the Consultant sublets or assigns this Contract or any part thereof without such permission, the Procuring Entity shall be entitled, and it shall be lawful on his part, to treat it as a breach of contract and avail any or all remedies thereunder.","5.5. Assignment and Sub-contracting 1) the Consultant shall not, save with the previous consent in writing of the Procuring Entity, sublet, transfer, or assign the contract or any part thereof or interest therein or benefit or advantage thereof in any manner whatsoever to any Sub-consultant. 2) The Consultant shall notify the Procuring Entity in writing of all such Sub-consultants, if not already stipulated in the contract, in its original Proposal or later. Such notification shall not relieve the Consultant from any of its liability or obligation under the terms and conditions of the contract. Sub-consultants must comply with and should not circumvent the Consultant's compliance with its obligations under GCC-clause 5.1 to 5.7. 3) If the Consultant sublets or assigns this Contract or any part thereof without such permission, the Procuring Entity shall be entitled, and it shall be lawful on his part, to treat it as a breach of contract and avail any or all remedies thereunder.",INDUSTRY_STANDARD_COMPLIANCE,REVIEW,,,,,,,,,,,,,Hydrocarbon Pipeline Infrastructure,,,,[],LLM_EXTRACTION,0.161,PENDING
